convoID,ambientVariant,processedVolume,technology,model,lex_cosine_sim
30476333,insideCrowded,-15dBFS,whisper,large,0.13627310606706255
30476333,insideCrowded,-20dBFS,whisper,large,0.11780387979410845
30476333,insideCrowded,-25dBFS,whisper,large,0.20464067377078513
30476333,insideCrowded,-30dBFS,whisper,large,0.10032010348230566
30476333,insideCrowded,-35dBFS,whisper,large,0.10268914527625676
30476333,talking,-15dBFS,whisper,large,0.10004737659299354
30476333,talking,-20dBFS,whisper,large,0.09052236214448578
30476333,talking,-25dBFS,whisper,large,0.12005479710557325
30476333,talking,-30dBFS,whisper,large,0.11427103745779497
30476333,talking,-35dBFS,whisper,large,0.11445666174235697
30476333,trafficOutside,-15dBFS,whisper,large,0.09979944013781662
30476333,trafficOutside,-20dBFS,whisper,large,0.1154048462607614
30476333,trafficOutside,-25dBFS,whisper,large,0.10426354409241786
30476333,trafficOutside,-30dBFS,whisper,large,0.13629542697976266
30476333,trafficOutside,-35dBFS,whisper,large,0.0905001946320597
30500236,insideAmbulance,-15dBFS,whisper,large,0.7767230113607572
30500236,insideAmbulance,-20dBFS,whisper,large,0.4727848586300494
30500236,insideAmbulance,-25dBFS,whisper,large,0.9151939040854953
30500236,insideAmbulance,-30dBFS,whisper,large,0.9441813039527256
30500236,insideAmbulance,-35dBFS,whisper,large,0.9315866395198155
30500236,insideCrowded,-15dBFS,whisper,large,0.5683399850301564
30500236,insideCrowded,-20dBFS,whisper,large,0.8542923949333515
30500236,insideCrowded,-25dBFS,whisper,large,0.924936752104688
30500236,insideCrowded,-30dBFS,whisper,large,0.930266417246273
30500236,insideCrowded,-35dBFS,whisper,large,0.9245204641822279
30500236,talking,-15dBFS,whisper,large,0.823354166047952
30500236,talking,-20dBFS,whisper,large,0.9214974710986266
30500236,talking,-25dBFS,whisper,large,0.9311613106779578
30500236,talking,-30dBFS,whisper,large,0.925034806135412
30500236,talking,-35dBFS,whisper,large,0.8416361699773975
30500236,trafficOutside,-15dBFS,whisper,large,0.878351337006739
30500236,trafficOutside,-20dBFS,whisper,large,0.9328931010311842
30500236,trafficOutside,-25dBFS,whisper,large,0.9165890208554929
30500236,trafficOutside,-30dBFS,whisper,large,0.9363811723448154
30500236,trafficOutside,-35dBFS,whisper,large,0.9379054388054917
30751318,insideAmbulance,-15dBFS,whisper,large,0.8537168054431307
30751318,insideAmbulance,-20dBFS,whisper,large,0.9252852805560443
30751318,insideAmbulance,-25dBFS,whisper,large,0.9441349502348367
30751318,insideAmbulance,-30dBFS,whisper,large,0.956345207739182
30751318,insideAmbulance,-35dBFS,whisper,large,0.9318267027140361
30751318,insideCrowded,-15dBFS,whisper,large,0.7153313355854604
30751318,insideCrowded,-20dBFS,whisper,large,0.9338560826451233
30751318,insideCrowded,-25dBFS,whisper,large,0.8669922423161354
30751318,insideCrowded,-30dBFS,whisper,large,0.9502059550981025
30751318,insideCrowded,-35dBFS,whisper,large,0.9146454007033061
30751318,talking,-15dBFS,whisper,large,0.8226224555203684
30751318,talking,-20dBFS,whisper,large,0.929510403441185
30751318,talking,-25dBFS,whisper,large,0.7771034480072311
30751318,talking,-30dBFS,whisper,large,0.9294236942221751
30751318,talking,-35dBFS,whisper,large,0.8965615107917003
30751318,trafficOutside,-15dBFS,whisper,large,0.8957188643373898
30751318,trafficOutside,-20dBFS,whisper,large,0.9456248109506676
30751318,trafficOutside,-25dBFS,whisper,large,0.9116709383533083
30751318,trafficOutside,-30dBFS,whisper,large,0.9305491614984721
30751318,trafficOutside,-35dBFS,whisper,large,0.9547615373743873
30942855,insideAmbulance,-15dBFS,whisper,large,0.8769178729719819
30942855,insideAmbulance,-20dBFS,whisper,large,0.9320345632652073
30942855,insideAmbulance,-25dBFS,whisper,large,0.9496797363576981
30942855,insideAmbulance,-30dBFS,whisper,large,0.9622938991861588
30942855,insideAmbulance,-35dBFS,whisper,large,0.9258414259782523
30942855,insideCrowded,-15dBFS,whisper,large,0.5914378609568266
30942855,insideCrowded,-20dBFS,whisper,large,0.8295659873969066
30942855,insideCrowded,-25dBFS,whisper,large,0.944305819004247
30942855,insideCrowded,-30dBFS,whisper,large,0.8658596190302017
30942855,insideCrowded,-35dBFS,whisper,large,0.9525226296224899
30942855,talking,-15dBFS,whisper,large,0.720643599163005
30942855,talking,-20dBFS,whisper,large,0.8864566535042337
30942855,talking,-25dBFS,whisper,large,0.9387173936915008
30942855,talking,-30dBFS,whisper,large,0.885057888919569
30942855,talking,-35dBFS,whisper,large,0.8520724622801088
30942855,trafficOutside,-15dBFS,whisper,large,0.9276373420166832
30942855,trafficOutside,-20dBFS,whisper,large,0.916234936994098
30942855,trafficOutside,-25dBFS,whisper,large,0.9617063712607639
30942855,trafficOutside,-30dBFS,whisper,large,0.976873617534424
30942855,trafficOutside,-35dBFS,whisper,large,0.9409488918523857
30946765,insideAmbulance,-15dBFS,whisper,large,0.8006901976133637
30946765,insideAmbulance,-20dBFS,whisper,large,0.8945258443529716
30946765,insideAmbulance,-25dBFS,whisper,large,0.9160526455174829
30946765,insideAmbulance,-30dBFS,whisper,large,0.9123173650521268
30946765,insideAmbulance,-35dBFS,whisper,large,0.8529215976127328
30946765,insideCrowded,-15dBFS,whisper,large,0.4373968216657932
30946765,insideCrowded,-20dBFS,whisper,large,0.7781406675004197
30946765,insideCrowded,-25dBFS,whisper,large,0.7386583288361234
30946765,insideCrowded,-30dBFS,whisper,large,0.9224661304909704
30946765,insideCrowded,-35dBFS,whisper,large,0.7835068279022227
30946765,talking,-15dBFS,whisper,large,0.8303548127844368
30946765,talking,-20dBFS,whisper,large,0.88913827953503
30946765,talking,-25dBFS,whisper,large,0.9325620985753883
30946765,talking,-30dBFS,whisper,large,0.9170462550021694
30946765,talking,-35dBFS,whisper,large,0.8980785273971581
30946765,trafficOutside,-15dBFS,whisper,large,0.8767194835516228
30946765,trafficOutside,-20dBFS,whisper,large,0.8961359739869067
30946765,trafficOutside,-25dBFS,whisper,large,0.9082707200570987
30946765,trafficOutside,-30dBFS,whisper,large,0.8807773096600499
30946765,trafficOutside,-35dBFS,whisper,large,0.9266546892694021
31020403,insideAmbulance,-15dBFS,whisper,large,0.8602459217257542
31020403,insideAmbulance,-20dBFS,whisper,large,0.9575037779975825
31020403,insideAmbulance,-25dBFS,whisper,large,0.935107161889091
31020403,insideAmbulance,-30dBFS,whisper,large,0.9567107489765971
31020403,insideAmbulance,-35dBFS,whisper,large,0.9769233271773933
31020403,insideCrowded,-15dBFS,whisper,large,0.5921822160142436
31020403,insideCrowded,-20dBFS,whisper,large,0.8936991836471778
31020403,insideCrowded,-25dBFS,whisper,large,0.8516197658656373
31020403,insideCrowded,-30dBFS,whisper,large,0.9746566345514847
31020403,insideCrowded,-35dBFS,whisper,large,0.9160557497945344
31020403,talking,-15dBFS,whisper,large,0.8593716424040074
31020403,talking,-20dBFS,whisper,large,0.857284818900386
31020403,talking,-25dBFS,whisper,large,0.9195315821791
31020403,talking,-30dBFS,whisper,large,0.8954046437352193
31020403,talking,-35dBFS,whisper,large,0.8812424885228693
31020403,trafficOutside,-15dBFS,whisper,large,0.8931598472589941
31020403,trafficOutside,-20dBFS,whisper,large,0.9383320471826982
31020403,trafficOutside,-25dBFS,whisper,large,0.9118542398665915
31020403,trafficOutside,-30dBFS,whisper,large,0.7032906972595792
31020403,trafficOutside,-35dBFS,whisper,large,0.9640196540737437
31151696,insideAmbulance,-15dBFS,whisper,large,0.8378612381829931
31151696,insideAmbulance,-20dBFS,whisper,large,0.9040849389187748
31151696,insideAmbulance,-25dBFS,whisper,large,0.9487165407004464
31151696,insideAmbulance,-30dBFS,whisper,large,0.9628420907881274
31151696,insideAmbulance,-35dBFS,whisper,large,0.826877836722616
31151696,insideCrowded,-15dBFS,whisper,large,0.5052121052688621
31151696,insideCrowded,-20dBFS,whisper,large,0.7648708564760262
31151696,insideCrowded,-25dBFS,whisper,large,0.9134584940669584
31151696,insideCrowded,-30dBFS,whisper,large,0.9499565271033279
31151696,insideCrowded,-35dBFS,whisper,large,0.9550682195835647
31151696,talking,-15dBFS,whisper,large,0.8091007591577694
31151696,talking,-20dBFS,whisper,large,0.932879394435749
31151696,talking,-25dBFS,whisper,large,0.9568067013941909
31151696,talking,-30dBFS,whisper,large,0.8863032376407384
31151696,talking,-35dBFS,whisper,large,0.9512366146741894
31151696,trafficOutside,-15dBFS,whisper,large,0.8565988514483144
31151696,trafficOutside,-20dBFS,whisper,large,0.9538998642089114
31151696,trafficOutside,-25dBFS,whisper,large,0.9509527615292989
31151696,trafficOutside,-30dBFS,whisper,large,0.9613888813562117
31151696,trafficOutside,-35dBFS,whisper,large,0.954521117781345
31198145,insideAmbulance,-15dBFS,whisper,large,0.7233445108561362
31198145,insideAmbulance,-20dBFS,whisper,large,0.8329246905505553
31198145,insideAmbulance,-25dBFS,whisper,large,0.8306544888192844
31198145,insideAmbulance,-30dBFS,whisper,large,0.9104666092329244
31198145,insideAmbulance,-35dBFS,whisper,large,0.8975276228565467
31198145,insideCrowded,-15dBFS,whisper,large,0.6241915062322856
31198145,insideCrowded,-20dBFS,whisper,large,0.7730904117032498
31198145,insideCrowded,-25dBFS,whisper,large,0.8402199020245393
31198145,insideCrowded,-30dBFS,whisper,large,0.9262928517444822
31198145,insideCrowded,-35dBFS,whisper,large,0.8859898693225456
31198145,talking,-15dBFS,whisper,large,0.8108589770291454
31198145,talking,-20dBFS,whisper,large,0.8162863324035932
31198145,talking,-25dBFS,whisper,large,0.9222777798614041
31198145,talking,-30dBFS,whisper,large,0.8688069466291171
31198145,talking,-35dBFS,whisper,large,0.9131370474775607
31198145,trafficOutside,-15dBFS,whisper,large,0.7272535241631152
31198145,trafficOutside,-20dBFS,whisper,large,0.8225125594824574
31198145,trafficOutside,-25dBFS,whisper,large,0.6454878979677279
31198145,trafficOutside,-30dBFS,whisper,large,0.9143439316276828
31198145,trafficOutside,-35dBFS,whisper,large,0.8834134007633718
31300500,insideAmbulance,-15dBFS,whisper,large,0.8785173093747347
31300500,insideAmbulance,-20dBFS,whisper,large,0.9649528875231136
31300500,insideAmbulance,-25dBFS,whisper,large,0.9732074534796794
31300500,insideAmbulance,-30dBFS,whisper,large,0.9552372442806328
31300500,insideAmbulance,-35dBFS,whisper,large,0.9341068910585284
31300500,insideCrowded,-15dBFS,whisper,large,0.443722034528788
31300500,insideCrowded,-20dBFS,whisper,large,0.8353891085479157
31300500,insideCrowded,-25dBFS,whisper,large,0.962673346639544
31300500,insideCrowded,-30dBFS,whisper,large,0.9629973576932777
31300500,insideCrowded,-35dBFS,whisper,large,0.9711678766710504
31300500,talking,-15dBFS,whisper,large,0.8943957609273817
31300500,talking,-20dBFS,whisper,large,0.9388559870632477
31300500,talking,-25dBFS,whisper,large,0.9309321608640341
31300500,talking,-30dBFS,whisper,large,0.956265719258084
31300500,talking,-35dBFS,whisper,large,0.94680236769987
31300500,trafficOutside,-15dBFS,whisper,large,0.9448534017735932
31300500,trafficOutside,-20dBFS,whisper,large,0.9216244217548794
31300500,trafficOutside,-25dBFS,whisper,large,0.9440136094767955
31300500,trafficOutside,-30dBFS,whisper,large,0.9365629948259776
31300500,trafficOutside,-35dBFS,whisper,large,0.9623240565945527
31303597,insideAmbulance,-15dBFS,whisper,large,0.8245772755756775
31303597,insideAmbulance,-20dBFS,whisper,large,0.8235542240736053
31303597,insideAmbulance,-25dBFS,whisper,large,0.9025463337729767
31303597,insideAmbulance,-30dBFS,whisper,large,0.8789770199251348
31303597,insideAmbulance,-35dBFS,whisper,large,0.8318049423452
31303597,insideCrowded,-15dBFS,whisper,large,0.5218407727862715
31303597,insideCrowded,-20dBFS,whisper,large,0.6292832375686489
31303597,insideCrowded,-25dBFS,whisper,large,0.41607314362256004
31303597,insideCrowded,-30dBFS,whisper,large,0.8211829387644353
31303597,insideCrowded,-35dBFS,whisper,large,0.8923100081864878
31303597,talking,-15dBFS,whisper,large,0.7591609845533704
31303597,talking,-20dBFS,whisper,large,0.8644280355145421
31303597,talking,-25dBFS,whisper,large,0.8769662562440996
31303597,talking,-30dBFS,whisper,large,0.9079552441240427
31303597,talking,-35dBFS,whisper,large,0.8946752965374339
31303597,trafficOutside,-15dBFS,whisper,large,0.6974250775720856
31303597,trafficOutside,-20dBFS,whisper,large,0.8950350683187274
31303597,trafficOutside,-25dBFS,whisper,large,0.9127024096480687
31303597,trafficOutside,-30dBFS,whisper,large,0.9253058286338027
31303597,trafficOutside,-35dBFS,whisper,large,0.8696140363527027
31346589,insideAmbulance,-15dBFS,whisper,large,0.7740938717929134
31346589,insideAmbulance,-20dBFS,whisper,large,0.830445487081208
31346589,insideAmbulance,-25dBFS,whisper,large,0.8036270752814562
31346589,insideAmbulance,-30dBFS,whisper,large,0.8756102568498896
31346589,insideAmbulance,-35dBFS,whisper,large,0.8523063411888807
31346589,insideCrowded,-15dBFS,whisper,large,0.5358205046196785
31346589,insideCrowded,-20dBFS,whisper,large,0.7358801762518296
31346589,insideCrowded,-25dBFS,whisper,large,0.7526484274156635
31346589,insideCrowded,-30dBFS,whisper,large,0.8853318390183725
31346589,insideCrowded,-35dBFS,whisper,large,0.8654643963379363
31346589,talking,-15dBFS,whisper,large,0.69410076719189
31346589,talking,-20dBFS,whisper,large,0.775693688757746
31346589,talking,-25dBFS,whisper,large,0.88574311529744
31346589,talking,-30dBFS,whisper,large,0.8010997906305865
31346589,talking,-35dBFS,whisper,large,0.8118739854993998
31346589,trafficOutside,-15dBFS,whisper,large,0.8389846920571103
31346589,trafficOutside,-20dBFS,whisper,large,0.7741893707671783
31346589,trafficOutside,-25dBFS,whisper,large,0.9035046459853217
31346589,trafficOutside,-30dBFS,whisper,large,0.9010768648837341
31346589,trafficOutside,-35dBFS,whisper,large,0.8793735422100303
31572540,insideAmbulance,-15dBFS,whisper,large,0.8014541970304321
31572540,insideAmbulance,-20dBFS,whisper,large,0.8348321675526321
31572540,insideAmbulance,-25dBFS,whisper,large,0.8892054876884522
31572540,insideAmbulance,-30dBFS,whisper,large,0.8061520341339942
31572540,insideAmbulance,-35dBFS,whisper,large,0.9184813949490681
31572540,insideCrowded,-15dBFS,whisper,large,0.5071856548958038
31572540,insideCrowded,-20dBFS,whisper,large,0.8772226215509402
31572540,insideCrowded,-25dBFS,whisper,large,0.9020908908848027
31572540,insideCrowded,-30dBFS,whisper,large,0.8762561927023856
31572540,insideCrowded,-35dBFS,whisper,large,0.8606916573536852
31572540,talking,-15dBFS,whisper,large,0.8625664946062505
31572540,talking,-20dBFS,whisper,large,0.8414008160192921
31572540,talking,-25dBFS,whisper,large,0.8015201481050512
31572540,talking,-30dBFS,whisper,large,0.8834335610032402
31572540,talking,-35dBFS,whisper,large,0.8855267398265682
31572540,trafficOutside,-15dBFS,whisper,large,0.8994837254958875
31572540,trafficOutside,-20dBFS,whisper,large,0.9002096567428715
31572540,trafficOutside,-25dBFS,whisper,large,0.8970829518155643
31572540,trafficOutside,-30dBFS,whisper,large,0.9346398362681254
31572540,trafficOutside,-35dBFS,whisper,large,0.9044918347513974
31682405,insideAmbulance,-15dBFS,whisper,large,0.7045766265258349
31682405,insideAmbulance,-20dBFS,whisper,large,0.7546938011302501
31682405,insideAmbulance,-25dBFS,whisper,large,0.2806149327206031
31682405,insideAmbulance,-30dBFS,whisper,large,0.2869262645884414
31682405,insideAmbulance,-35dBFS,whisper,large,0.2807974703232886
31682405,insideCrowded,-15dBFS,whisper,large,0.18541444961694065
31682405,insideCrowded,-20dBFS,whisper,large,0.33136526563976004
31682405,insideCrowded,-25dBFS,whisper,large,0.43698434341405823
31682405,insideCrowded,-30dBFS,whisper,large,0.826929782175658
31682405,insideCrowded,-35dBFS,whisper,large,0.7450180884985748
31682405,talking,-15dBFS,whisper,large,0.2610429740509506
31682405,talking,-20dBFS,whisper,large,0.7807742027833655
31682405,talking,-25dBFS,whisper,large,0.8095294119672128
31682405,talking,-30dBFS,whisper,large,0.3994911095317948
31682405,talking,-35dBFS,whisper,large,0.3022129640353688
31682405,trafficOutside,-15dBFS,whisper,large,0.27290019112094455
31682405,trafficOutside,-20dBFS,whisper,large,0.759498305126927
31682405,trafficOutside,-25dBFS,whisper,large,0.6838745320808894
31682405,trafficOutside,-30dBFS,whisper,large,0.8285236461021642
31682405,trafficOutside,-35dBFS,whisper,large,0.2864163693893853
31943607,insideAmbulance,-15dBFS,whisper,large,0.6550196016880573
31943607,insideAmbulance,-20dBFS,whisper,large,0.9307594227668244
31943607,insideAmbulance,-25dBFS,whisper,large,0.9503941587826524
31943607,insideAmbulance,-30dBFS,whisper,large,0.718797382819287
31943607,insideAmbulance,-35dBFS,whisper,large,0.6012392973501376
31943607,insideCrowded,-15dBFS,whisper,large,0.38072450171763306
31943607,insideCrowded,-20dBFS,whisper,large,0.3595576241096787
31943607,insideCrowded,-25dBFS,whisper,large,0.5869784732262274
31943607,insideCrowded,-30dBFS,whisper,large,0.43382882263011674
31943607,insideCrowded,-35dBFS,whisper,large,0.30387726394321485
31943607,talking,-15dBFS,whisper,large,0.9212179428004956
31943607,talking,-20dBFS,whisper,large,0.3693336046404694
31943607,talking,-25dBFS,whisper,large,0.3955074746985524
31943607,talking,-30dBFS,whisper,large,0.30858336251667706
31943607,talking,-35dBFS,whisper,large,0.9467088122620708
31943607,trafficOutside,-15dBFS,whisper,large,0.7651727615856404
31943607,trafficOutside,-20dBFS,whisper,large,0.9065478443455246
31943607,trafficOutside,-25dBFS,whisper,large,0.36476806231708
31943607,trafficOutside,-30dBFS,whisper,large,0.9392389783273848
31943607,trafficOutside,-35dBFS,whisper,large,0.666288727580432
31994167,insideAmbulance,-15dBFS,whisper,large,0.8460881501114594
31994167,insideAmbulance,-20dBFS,whisper,large,0.8972927984443085
31994167,insideAmbulance,-25dBFS,whisper,large,0.8537875634945296
31994167,insideAmbulance,-30dBFS,whisper,large,0.8450717062442384
31994167,insideAmbulance,-35dBFS,whisper,large,0.7491393087691092
31994167,insideCrowded,-15dBFS,whisper,large,0.5426744511188154
31994167,insideCrowded,-20dBFS,whisper,large,0.7739394074007397
31994167,insideCrowded,-25dBFS,whisper,large,0.7966351823351676
31994167,insideCrowded,-30dBFS,whisper,large,0.9343015969717342
31994167,insideCrowded,-35dBFS,whisper,large,0.8875312202940492
31994167,talking,-15dBFS,whisper,large,0.8258565688640671
31994167,talking,-20dBFS,whisper,large,0.8752963456769204
