convoID,ambientVariant,processedVolume,technology,model,wer
32115701,insideCrowded,-20dBFS,whisper,medium,0.16101207590569291
32115701,insideCrowded,-25dBFS,whisper,medium,0.08108108108108109
32115701,insideCrowded,-30dBFS,whisper,medium,0.07590569292696953
32115701,insideCrowded,-35dBFS,whisper,medium,0.07073030477285797
32115701,talking,-15dBFS,whisper,medium,0.16676250718803912
32115701,talking,-20dBFS,whisper,medium,0.09718228867165038
32115701,talking,-25dBFS,whisper,medium,0.07935595169637723
32115701,talking,-30dBFS,whisper,medium,0.09660724554341575
32115701,talking,-35dBFS,whisper,medium,0.07475560667050028
32115701,trafficOutside,-15dBFS,whisper,medium,0.13168487636572743
32115701,trafficOutside,-20dBFS,whisper,medium,0.1437607820586544
32115701,trafficOutside,-25dBFS,whisper,medium,0.08453133985048879
32115701,trafficOutside,-30dBFS,whisper,medium,0.07590569292696953
32115701,trafficOutside,-35dBFS,whisper,medium,0.07130534790109258
32126227,insideAmbulance,-15dBFS,whisper,medium,0.2095115681233933
32126227,insideAmbulance,-20dBFS,whisper,medium,0.08483290488431877
32126227,insideAmbulance,-25dBFS,whisper,medium,0.07197943444730077
32126227,insideAmbulance,-30dBFS,whisper,medium,0.09832904884318766
32126227,insideAmbulance,-35dBFS,whisper,medium,0.06940874035989718
32126227,insideCrowded,-15dBFS,whisper,medium,0.45115681233933164
32126227,insideCrowded,-20dBFS,whisper,medium,0.17352185089974292
32126227,insideCrowded,-25dBFS,whisper,medium,0.11825192802056556
32126227,insideCrowded,-30dBFS,whisper,medium,0.08997429305912596
32126227,insideCrowded,-35dBFS,whisper,medium,0.07712082262210797
32126227,talking,-15dBFS,whisper,medium,0.18766066838046272
32126227,talking,-20dBFS,whisper,medium,0.07712082262210797
32126227,talking,-25dBFS,whisper,medium,0.07904884318766067
32126227,talking,-30dBFS,whisper,medium,0.08676092544987146
32126227,talking,-35dBFS,whisper,medium,0.09318766066838047
32126227,trafficOutside,-15dBFS,whisper,medium,0.12789203084832904
32126227,trafficOutside,-20dBFS,whisper,medium,0.12275064267352186
32126227,trafficOutside,-25dBFS,whisper,medium,0.06748071979434447
32126227,trafficOutside,-30dBFS,whisper,medium,0.062339331619537273
32126227,trafficOutside,-35dBFS,whisper,medium,0.08804627249357326
32234793,insideAmbulance,-15dBFS,whisper,medium,0.2311589613679544
32234793,insideAmbulance,-20dBFS,whisper,medium,0.12919569347688412
32234793,insideAmbulance,-25dBFS,whisper,medium,0.11019632678910703
32234793,insideAmbulance,-30dBFS,whisper,medium,0.08549715009499684
32234793,insideAmbulance,-35dBFS,whisper,medium,0.0759974667511083
32234793,insideCrowded,-15dBFS,whisper,medium,0.4648511716276124
32234793,insideCrowded,-20dBFS,whisper,medium,0.181760607979734
32234793,insideCrowded,-25dBFS,whisper,medium,0.11779607346421786
32234793,insideCrowded,-30dBFS,whisper,medium,0.11209626345788473
32234793,insideCrowded,-35dBFS,whisper,medium,0.07093096896770108
32234793,talking,-15dBFS,whisper,medium,0.19316022799240026
32234793,talking,-20dBFS,whisper,medium,0.16782773907536416
32234793,talking,-25dBFS,whisper,medium,0.09056364787840405
32234793,talking,-30dBFS,whisper,medium,0.059531348955034834
32234793,talking,-35dBFS,whisper,medium,0.0766307789740342
32234793,trafficOutside,-15dBFS,whisper,medium,0.12159594680177327
32234793,trafficOutside,-20dBFS,whisper,medium,0.11462951234958835
32234793,trafficOutside,-25dBFS,whisper,medium,0.15896136795440152
32234793,trafficOutside,-30dBFS,whisper,medium,0.1019632678910703
32234793,trafficOutside,-35dBFS,whisper,medium,0.08803039898670044
32292711,insideAmbulance,-15dBFS,whisper,medium,0.21457029026750143
32292711,insideAmbulance,-20dBFS,whisper,medium,0.1485486624928856
32292711,insideAmbulance,-25dBFS,whisper,medium,0.09618668184405237
32292711,insideAmbulance,-30dBFS,whisper,medium,0.09163346613545817
32292711,insideAmbulance,-35dBFS,whisper,medium,0.10073989755264656
32292711,insideCrowded,-15dBFS,whisper,medium,0.4723961297666477
32292711,insideCrowded,-20dBFS,whisper,medium,0.17928286852589642
32292711,insideCrowded,-25dBFS,whisper,medium,0.13488901536710302
32292711,insideCrowded,-30dBFS,whisper,medium,0.07398975526465566
32292711,insideCrowded,-35dBFS,whisper,medium,0.06488332384746727
32292711,talking,-15dBFS,whisper,medium,0.19692657939669891
32292711,talking,-20dBFS,whisper,medium,0.10073989755264656
32292711,talking,-25dBFS,whisper,medium,0.09447922595332954
32292711,talking,-30dBFS,whisper,medium,0.11610700056915196
32292711,talking,-35dBFS,whisper,medium,0.05748434832100171
32292711,trafficOutside,-15dBFS,whisper,medium,0.14058053500284576
32292711,trafficOutside,-20dBFS,whisper,medium,0.1064314171883893
32292711,trafficOutside,-25dBFS,whisper,medium,0.11667615253272624
32292711,trafficOutside,-30dBFS,whisper,medium,0.06602162777461583
32292711,trafficOutside,-35dBFS,whisper,medium,0.12578258394991462
32567594,insideAmbulance,-15dBFS,whisper,medium,0.17929292929292928
32567594,insideAmbulance,-20dBFS,whisper,medium,0.11047979797979798
32567594,insideAmbulance,-25dBFS,whisper,medium,0.09848484848484848
32567594,insideAmbulance,-30dBFS,whisper,medium,0.09974747474747475
32567594,insideAmbulance,-35dBFS,whisper,medium,0.10921717171717171
32567594,insideCrowded,-15dBFS,whisper,medium,0.4198232323232323
32567594,insideCrowded,-20dBFS,whisper,medium,0.1773989898989899
32567594,insideCrowded,-25dBFS,whisper,medium,0.10795454545454546
32567594,insideCrowded,-30dBFS,whisper,medium,0.09343434343434344
32567594,insideCrowded,-35dBFS,whisper,medium,0.09911616161616162
32567594,talking,-15dBFS,whisper,medium,0.17929292929292928
32567594,talking,-20dBFS,whisper,medium,0.10858585858585859
32567594,talking,-25dBFS,whisper,medium,0.09911616161616162
32567594,talking,-30dBFS,whisper,medium,0.09911616161616162
32567594,talking,-35dBFS,whisper,medium,0.1167929292929293
32567594,trafficOutside,-15dBFS,whisper,medium,0.14015151515151514
32567594,trafficOutside,-20dBFS,whisper,medium,0.11237373737373738
32567594,trafficOutside,-25dBFS,whisper,medium,0.14709595959595959
32567594,trafficOutside,-30dBFS,whisper,medium,0.1029040404040404
32567594,trafficOutside,-35dBFS,whisper,medium,0.09027777777777778
32707094,insideAmbulance,-15dBFS,whisper,medium,0.1278538812785388
32707094,insideAmbulance,-20dBFS,whisper,medium,0.08023483365949119
32707094,insideAmbulance,-25dBFS,whisper,medium,0.0684931506849315
32707094,insideAmbulance,-30dBFS,whisper,medium,0.07045009784735812
32707094,insideAmbulance,-35dBFS,whisper,medium,0.06196999347684279
32707094,insideCrowded,-15dBFS,whisper,medium,0.31376386170906717
32707094,insideCrowded,-20dBFS,whisper,medium,0.12133072407045009
32707094,insideCrowded,-25dBFS,whisper,medium,0.06457925636007827
32707094,insideCrowded,-30dBFS,whisper,medium,0.06196999347684279
32707094,insideCrowded,-35dBFS,whisper,medium,0.05675146771037182
32707094,talking,-15dBFS,whisper,medium,0.12459230267449445
32707094,talking,-20dBFS,whisper,medium,0.13568166992824526
32707094,talking,-25dBFS,whisper,medium,0.07501630789302022
32707094,talking,-30dBFS,whisper,medium,0.060665362035225046
32707094,talking,-35dBFS,whisper,medium,0.060013046314416174
32707094,trafficOutside,-15dBFS,whisper,medium,0.1506849315068493
32707094,trafficOutside,-20dBFS,whisper,medium,0.09523809523809523
32707094,trafficOutside,-25dBFS,whisper,medium,0.07436399217221135
32707094,trafficOutside,-30dBFS,whisper,medium,0.09458577951728636
32707094,trafficOutside,-35dBFS,whisper,medium,0.1050228310502283
32835968,insideAmbulance,-15dBFS,whisper,medium,0.22482435597189696
32835968,insideAmbulance,-20dBFS,whisper,medium,0.12763466042154567
32835968,insideAmbulance,-25dBFS,whisper,medium,0.11007025761124122
32835968,insideAmbulance,-30dBFS,whisper,medium,0.06967213114754098
32835968,insideAmbulance,-35dBFS,whisper,medium,0.11943793911007025
32835968,insideCrowded,-15dBFS,whisper,medium,0.48009367681498827
32835968,insideCrowded,-20dBFS,whisper,medium,0.19437939110070257
32835968,insideCrowded,-25dBFS,whisper,medium,0.1288056206088993
32835968,insideCrowded,-30dBFS,whisper,medium,0.07845433255269321
32835968,insideCrowded,-35dBFS,whisper,medium,0.08372365339578454
32835968,talking,-15dBFS,whisper,medium,0.186768149882904
32835968,talking,-20dBFS,whisper,medium,0.12060889929742388
32835968,talking,-25dBFS,whisper,medium,0.13992974238875877
32835968,talking,-30dBFS,whisper,medium,0.07962529274004684
32835968,talking,-35dBFS,whisper,medium,0.08196721311475409
32835968,trafficOutside,-15dBFS,whisper,medium,0.16393442622950818
32835968,trafficOutside,-20dBFS,whisper,medium,0.1446135831381733
32835968,trafficOutside,-25dBFS,whisper,medium,0.08372365339578454
32835968,trafficOutside,-30dBFS,whisper,medium,0.13817330210772832
32835968,trafficOutside,-35dBFS,whisper,medium,0.09074941451990633
32959461,insideAmbulance,-15dBFS,whisper,medium,0.1776937618147448
32959461,insideAmbulance,-20dBFS,whisper,medium,0.10522999369880277
32959461,insideAmbulance,-25dBFS,whisper,medium,0.0888468809073724
32959461,insideAmbulance,-30dBFS,whisper,medium,0.19785759294265912
32959461,insideAmbulance,-35dBFS,whisper,medium,0.2262129804662886
32959461,insideCrowded,-15dBFS,whisper,medium,0.38248267170762446
32959461,insideCrowded,-20dBFS,whisper,medium,0.1632010081915564
32959461,insideCrowded,-25dBFS,whisper,medium,0.09829867674858223
32959461,insideCrowded,-30dBFS,whisper,medium,0.09703843730308759
32959461,insideCrowded,-35dBFS,whisper,medium,0.0800252047889099
32959461,talking,-15dBFS,whisper,medium,0.14240705734089476
32959461,talking,-20dBFS,whisper,medium,0.11216131064902331
32959461,talking,-25dBFS,whisper,medium,0.09829867674858223
32959461,talking,-30dBFS,whisper,medium,0.09640831758034027
32959461,talking,-35dBFS,whisper,medium,0.11594202898550725
32959461,trafficOutside,-15dBFS,whisper,medium,0.10838059231253938
32959461,trafficOutside,-20dBFS,whisper,medium,0.07498424700693132
32959461,trafficOutside,-25dBFS,whisper,medium,0.09136735979836169
32959461,trafficOutside,-30dBFS,whisper,medium,0.08443604284814114
32959461,trafficOutside,-35dBFS,whisper,medium,0.10270951480781348
33039803,insideAmbulance,-15dBFS,whisper,medium,0.19415702982349362
33039803,insideAmbulance,-20dBFS,whisper,medium,0.10164333536214243
33039803,insideAmbulance,-25dBFS,whisper,medium,0.060255629945222156
33039803,insideAmbulance,-30dBFS,whisper,medium,0.07486305538648813
33039803,insideAmbulance,-35dBFS,whisper,medium,0.07608034083992696
33039803,insideCrowded,-15dBFS,whisper,medium,0.40109555690809495
33039803,insideCrowded,-20dBFS,whisper,medium,0.147900182592818
33039803,insideCrowded,-25dBFS,whisper,medium,0.06816798539257456
33039803,insideCrowded,-30dBFS,whisper,medium,0.10346926354230067
33039803,insideCrowded,-35dBFS,whisper,medium,0.06451612903225806
33039803,talking,-15dBFS,whisper,medium,0.14424832623250153
33039803,talking,-20dBFS,whisper,medium,0.09799147900182593
33039803,talking,-25dBFS,whisper,medium,0.04808277541083384
33039803,talking,-30dBFS,whisper,medium,0.0505173463177115
33039803,talking,-35dBFS,whisper,medium,0.05234327449786975
33039803,trafficOutside,-15dBFS,whisper,medium,0.11868533171028606
33039803,trafficOutside,-20dBFS,whisper,medium,0.12903225806451613
33039803,trafficOutside,-25dBFS,whisper,medium,0.06634205721241632
33039803,trafficOutside,-30dBFS,whisper,medium,0.060255629945222156
33039803,trafficOutside,-35dBFS,whisper,medium,0.060255629945222156
33075944,insideAmbulance,-15dBFS,whisper,medium,0.1678520625889047
33075944,insideAmbulance,-20dBFS,whisper,medium,0.061877667140825036
33075944,insideAmbulance,-25dBFS,whisper,medium,0.060455192034139404
33075944,insideAmbulance,-30dBFS,whisper,medium,0.0689900426742532
33075944,insideAmbulance,-35dBFS,whisper,medium,0.057610241820768134
33075944,insideCrowded,-15dBFS,whisper,medium,0.38264580369843526
33075944,insideCrowded,-20dBFS,whisper,medium,0.13442389758179232
33075944,insideCrowded,-25dBFS,whisper,medium,0.07254623044096728
33075944,insideCrowded,-30dBFS,whisper,medium,0.04267425320056899
33075944,insideCrowded,-35dBFS,whisper,medium,0.06827880512091039
33075944,talking,-15dBFS,whisper,medium,0.1116642958748222
33075944,talking,-20dBFS,whisper,medium,0.05405405405405406
33075944,talking,-25dBFS,whisper,medium,0.032005689900426744
33075944,talking,-30dBFS,whisper,medium,0.03058321479374111
33075944,talking,-35dBFS,whisper,medium,0.032716927453769556
33075944,trafficOutside,-15dBFS,whisper,medium,0.11948790896159317
33075944,trafficOutside,-20dBFS,whisper,medium,0.07467994310099574
33075944,trafficOutside,-25dBFS,whisper,medium,0.08677098150782361
33075944,trafficOutside,-30dBFS,whisper,medium,0.06970128022759602
33075944,trafficOutside,-35dBFS,whisper,medium,0.07610241820768136
33126790,insideAmbulance,-15dBFS,whisper,medium,0.18520642201834864
33126790,insideAmbulance,-20dBFS,whisper,medium,0.11410550458715596
33126790,insideAmbulance,-25dBFS,whisper,medium,0.08027522935779817
33126790,insideAmbulance,-30dBFS,whisper,medium,0.06422018348623854
33126790,insideAmbulance,-35dBFS,whisper,medium,0.08944954128440367
33126790,insideCrowded,-15dBFS,whisper,medium,0.46272935779816515
33126790,insideCrowded,-20dBFS,whisper,medium,0.15538990825688073
33126790,insideCrowded,-25dBFS,whisper,medium,0.09747706422018348
33126790,insideCrowded,-30dBFS,whisper,medium,0.08314220183486239
33126790,insideCrowded,-35dBFS,whisper,medium,0.07224770642201835
33126790,talking,-15dBFS,whisper,medium,0.17889908256880735
33126790,talking,-20dBFS,whisper,medium,0.09346330275229357
33126790,talking,-25dBFS,whisper,medium,0.07110091743119266
33126790,talking,-30dBFS,whisper,medium,0.07110091743119266
33126790,talking,-35dBFS,whisper,medium,0.06536697247706422
33126790,trafficOutside,-15dBFS,whisper,medium,0.14105504587155962
33126790,trafficOutside,-20dBFS,whisper,medium,0.12327981651376146
33126790,trafficOutside,-25dBFS,whisper,medium,0.08142201834862385
33126790,trafficOutside,-30dBFS,whisper,medium,0.06823394495412843
33126790,trafficOutside,-35dBFS,whisper,medium,0.07912844036697247
33206147,insideAmbulance,-15dBFS,whisper,medium,0.15734989648033126
33206147,insideAmbulance,-20dBFS,whisper,medium,0.07505175983436853
33206147,insideAmbulance,-25dBFS,whisper,medium,0.06366459627329192
33206147,insideAmbulance,-30dBFS,whisper,medium,0.07401656314699794
33206147,insideAmbulance,-35dBFS,whisper,medium,0.06625258799171843
33206147,insideCrowded,-15dBFS,whisper,medium,0.37681159420289856
33206147,insideCrowded,-20dBFS,whisper,medium,0.12422360248447205
33206147,insideCrowded,-25dBFS,whisper,medium,0.11438923395445134
33206147,insideCrowded,-30dBFS,whisper,medium,0.05641821946169772
33206147,insideCrowded,-35dBFS,whisper,medium,0.07815734989648034
33206147,talking,-15dBFS,whisper,medium,0.11749482401656315
33206147,talking,-20dBFS,whisper,medium,0.10869565217391304
33206147,talking,-25dBFS,whisper,medium,0.06055900621118013
33206147,talking,-30dBFS,whisper,medium,0.08436853002070394
33206147,talking,-35dBFS,whisper,medium,0.06780538302277432
33206147,trafficOutside,-15dBFS,whisper,medium,0.13146997929606624
33206147,trafficOutside,-20dBFS,whisper,medium,0.13405797101449277
33206147,trafficOutside,-25dBFS,whisper,medium,0.07556935817805382
33206147,trafficOutside,-30dBFS,whisper,medium,0.055900621118012424
33206147,trafficOutside,-35dBFS,whisper,medium,0.08954451345755693
33315656,insideAmbulance,-15dBFS,whisper,medium,0.15590062111801242
33315656,insideAmbulance,-20dBFS,whisper,medium,0.09813664596273292
33315656,insideAmbulance,-25dBFS,whisper,medium,0.07701863354037267
33315656,insideAmbulance,-30dBFS,whisper,medium,0.08385093167701864
33315656,insideAmbulance,-35dBFS,whisper,medium,0.153416149068323
33315656,insideCrowded,-15dBFS,whisper,medium,0.34596273291925467
33315656,insideCrowded,-20dBFS,whisper,medium,0.13850931677018632
33315656,insideCrowded,-25dBFS,whisper,medium,0.0782608695652174
33315656,insideCrowded,-30dBFS,whisper,medium,0.07329192546583851
33315656,insideCrowded,-35dBFS,whisper,medium,0.12173913043478261
33315656,talking,-15dBFS,whisper,medium,0.13788819875776398
33315656,talking,-20dBFS,whisper,medium,0.09130434782608696
33315656,talking,-25dBFS,whisper,medium,0.1391304347826087
33315656,talking,-30dBFS,whisper,medium,0.12422360248447205
33315656,talking,-35dBFS,whisper,medium,0.09875776397515527
33315656,trafficOutside,-15dBFS,whisper,medium,0.1496894409937888
33315656,trafficOutside,-20dBFS,whisper,medium,0.15217391304347827
33315656,trafficOutside,-25dBFS,whisper,medium,0.09813664596273292
33315656,trafficOutside,-30dBFS,whisper,medium,0.10124223602484472
33315656,trafficOutside,-35dBFS,whisper,medium,0.11801242236024845
33528743,insideAmbulance,-15dBFS,whisper,medium,0.28801331853496115
33528743,insideAmbulance,-20dBFS,whisper,medium,0.16426193118756938
33528743,insideAmbulance,-25dBFS,whisper,medium,0.1293007769145394
33528743,insideAmbulance,-30dBFS,whisper,medium,0.11820199778024418
33528743,insideAmbulance,-35dBFS,whisper,medium,0.08490566037735849
33528743,insideCrowded,-15dBFS,whisper,medium,0.4794672586015538
33528743,insideCrowded,-20dBFS,whisper,medium,0.22086570477247502
33528743,insideCrowded,-25dBFS,whisper,medium,0.11542730299667037
33528743,insideCrowded,-30dBFS,whisper,medium,0.10821309655937847
33528743,insideCrowded,-35dBFS,whisper,medium,0.11709211986681466
33528743,talking,-15dBFS,whisper,medium,0.19922308546059933
33528743,talking,-20dBFS,whisper,medium,0.14872364039955605
33528743,talking,-25dBFS,whisper,medium,0.1148723640399556
33528743,talking,-30dBFS,whisper,medium,0.12430632630410655
33528743,talking,-35dBFS,whisper,medium,0.10932297447280799
33528743,trafficOutside,-15dBFS,whisper,medium,0.17980022197558268
33528743,trafficOutside,-20dBFS,whisper,medium,0.15205327413984462
33528743,trafficOutside,-25dBFS,whisper,medium,0.10932297447280799
33528743,trafficOutside,-30dBFS,whisper,medium,0.09655937846836848
33528743,trafficOutside,-35dBFS,whisper,medium,0.12042175360710322
33601463,insideAmbulance,-15dBFS,whisper,medium,0.14679976512037582
33601463,insideAmbulance,-20dBFS,whisper,medium,0.10217263652378156
33601463,insideAmbulance,-25dBFS,whisper,medium,0.10334703464474457
33601463,insideAmbulance,-30dBFS,whisper,medium,0.07985907222548444
33601463,insideAmbulance,-35dBFS,whisper,medium,0.0716382853787434
33601463,insideCrowded,-15dBFS,whisper,medium,0.3799177921315326
33601463,insideCrowded,-20dBFS,whisper,medium,0.13857897827363477
33601463,insideCrowded,-25dBFS,whisper,medium,0.08984145625366999
33601463,insideCrowded,-30dBFS,whisper,medium,0.08220786846741045
33601463,insideCrowded,-35dBFS,whisper,medium,0.06811509101585438
33601463,talking,-15dBFS,whisper,medium,0.19201409277745154
33601463,talking,-20dBFS,whisper,medium,0.11391661773341162
33601463,talking,-25dBFS,whisper,medium,0.11332941867293013
33601463,talking,-30dBFS,whisper,medium,0.0745742806811509
33601463,talking,-35dBFS,whisper,medium,0.07105108631826189
33601463,trafficOutside,-15dBFS,whisper,medium,0.1297709923664122
33601463,trafficOutside,-20dBFS,whisper,medium,0.1080446271285966
33601463,trafficOutside,-25dBFS,whisper,medium,0.10687022900763359
33601463,trafficOutside,-30dBFS,whisper,medium,0.11391661773341162
33601463,trafficOutside,-35dBFS,whisper,medium,0.08455666470933647
33604077,insideAmbulance,-15dBFS,whisper,medium,0.16166960611405057
33604077,insideAmbulance,-20dBFS,whisper,medium,0.11228689006466784
33604077,insideAmbulance,-25dBFS,whisper,medium,0.04938271604938271
33604077,insideAmbulance,-30dBFS,whisper,medium,0.04409171075837742
33604077,insideAmbulance,-35dBFS,whisper,medium,0.042915931804820694
33604077,insideCrowded,-15dBFS,whisper,medium,0.41622574955908287
33604077,insideCrowded,-20dBFS,whisper,medium,0.12228101116990006
33604077,insideCrowded,-25dBFS,whisper,medium,0.09465020576131687
33604077,insideCrowded,-30dBFS,whisper,medium,0.10934744268077601
33604077,insideCrowded,-35dBFS,whisper,medium,0.035861258083480306
33604077,talking,-15dBFS,whisper,medium,0.12757201646090535
33604077,talking,-20dBFS,whisper,medium,0.10523221634332745
33604077,talking,-25dBFS,whisper,medium,0.09288653733098177
33604077,talking,-30dBFS,whisper,medium,0.03880070546737213
33604077,talking,-35dBFS,whisper,medium,0.04056437389770723
33604077,trafficOutside,-15dBFS,whisper,medium,0.12874779541446207
33604077,trafficOutside,-20dBFS,whisper,medium,0.07760141093474426
33604077,trafficOutside,-25dBFS,whisper,medium,0.058788947677836566
33604077,trafficOutside,-30dBFS,whisper,medium,0.047619047619047616
33604077,trafficOutside,-35dBFS,whisper,medium,0.07936507936507936
33709372,insideAmbulance,-15dBFS,whisper,medium,0.2026266416510319
33709372,insideAmbulance,-20dBFS,whisper,medium,0.10131332082551595
33709372,insideAmbulance,-25dBFS,whisper,medium,0.10318949343339587
33709372,insideAmbulance,-30dBFS,whisper,medium,0.07754846779237023
33709372,insideAmbulance,-35dBFS,whisper,medium,0.07754846779237023
33709372,insideCrowded,-15dBFS,whisper,medium,0.40337711069418386
33709372,insideCrowded,-20dBFS,whisper,medium,0.1801125703564728
33709372,insideCrowded,-25dBFS,whisper,medium,0.08442776735459662
33709372,insideCrowded,-30dBFS,whisper,medium,0.07004377736085053
33709372,insideCrowded,-35dBFS,whisper,medium,0.09943714821763602
33709372,talking,-15dBFS,whisper,medium,0.16322701688555347
33709372,talking,-20dBFS,whisper,medium,0.0975609756097561
33709372,talking,-25dBFS,whisper,medium,0.06941838649155722
33709372,talking,-30dBFS,whisper,medium,0.07317073170731707
33709372,talking,-35dBFS,whisper,medium,0.06816760475297061
33709372,trafficOutside,-15dBFS,whisper,medium,0.12632895559724827
33709372,trafficOutside,-20dBFS,whisper,medium,0.09505941213258287
33709372,trafficOutside,-25dBFS,whisper,medium,0.0825515947467167
33709372,trafficOutside,-30dBFS,whisper,medium,0.07442151344590368
33709372,trafficOutside,-35dBFS,whisper,medium,0.10756722951844903
34109458,insideAmbulance,-15dBFS,whisper,medium,0.17553516819571865
34109458,insideAmbulance,-20dBFS,whisper,medium,0.09357798165137615
34109458,insideAmbulance,-25dBFS,whisper,medium,0.07767584097859327
34109458,insideAmbulance,-30dBFS,whisper,medium,0.0764525993883792
34109458,insideAmbulance,-35dBFS,whisper,medium,0.06666666666666667
34109458,insideCrowded,-15dBFS,whisper,medium,0.41223241590214066
34109458,insideCrowded,-20dBFS,whisper,medium,0.13027522935779817
34109458,insideCrowded,-25dBFS,whisper,medium,0.09541284403669725
34109458,insideCrowded,-30dBFS,whisper,medium,0.039755351681957186
34109458,insideCrowded,-35dBFS,whisper,medium,0.036085626911314984
34109458,talking,-15dBFS,whisper,medium,0.11253822629969419
34109458,talking,-20dBFS,whisper,medium,0.060550458715596334
34109458,talking,-25dBFS,whisper,medium,0.05871559633027523
34109458,talking,-30dBFS,whisper,medium,0.044036697247706424
34109458,talking,-35dBFS,whisper,medium,0.0654434250764526
34109458,trafficOutside,-15dBFS,whisper,medium,0.12538226299694188
34109458,trafficOutside,-20dBFS,whisper,medium,0.08318042813455657
34109458,trafficOutside,-25dBFS,whisper,medium,0.05565749235474006
34109458,trafficOutside,-30dBFS,whisper,medium,0.05749235474006116
34109458,trafficOutside,-35dBFS,whisper,medium,0.07155963302752294
34115953,insideAmbulance,-15dBFS,whisper,medium,0.18472906403940886
34115953,insideAmbulance,-20dBFS,whisper,medium,0.13485221674876846
34115953,insideAmbulance,-25dBFS,whisper,medium,0.07943349753694581
34115953,insideAmbulance,-30dBFS,whisper,medium,0.08251231527093596
34115953,insideAmbulance,-35dBFS,whisper,medium,0.05665024630541872
34115953,insideCrowded,-15dBFS,whisper,medium,0.40455665024630544
34115953,insideCrowded,-20dBFS,whisper,medium,0.15886699507389163
34115953,insideCrowded,-25dBFS,whisper,medium,0.07881773399014778
34115953,insideCrowded,-30dBFS,whisper,medium,0.06773399014778325
34115953,insideCrowded,-35dBFS,whisper,medium,0.05972906403940887
34115953,talking,-15dBFS,whisper,medium,0.14532019704433496
34115953,talking,-20dBFS,whisper,medium,0.10283251231527094
34115953,talking,-25dBFS,whisper,medium,0.08559113300492611
34115953,talking,-30dBFS,whisper,medium,0.07389162561576355
34115953,talking,-35dBFS,whisper,medium,0.05541871921182266
34115953,trafficOutside,-15dBFS,whisper,medium,0.11576354679802955
34115953,trafficOutside,-20dBFS,whisper,medium,0.0874384236453202
34115953,trafficOutside,-25dBFS,whisper,medium,0.06342364532019705
34115953,trafficOutside,-30dBFS,whisper,medium,0.059113300492610835
34115953,trafficOutside,-35dBFS,whisper,medium,0.12931034482758622
34278605,insideAmbulance,-15dBFS,whisper,medium,0.12358946802794196
34278605,insideAmbulance,-20dBFS,whisper,medium,0.08275120902740463
34278605,insideAmbulance,-25dBFS,whisper,medium,0.03922622246104245
34278605,insideAmbulance,-30dBFS,whisper,medium,0.04191295002686728
34278605,insideAmbulance,-35dBFS,whisper,medium,0.07737775389575496
34278605,insideCrowded,-15dBFS,whisper,medium,0.30897367006985493
34278605,insideCrowded,-20dBFS,whisper,medium,0.09511015583019881
34278605,insideCrowded,-25dBFS,whisper,medium,0.04997313272434175
34278605,insideCrowded,-30dBFS,whisper,medium,0.042987641053197204
34278605,insideCrowded,-35dBFS,whisper,medium,0.04836109618484686
34278605,talking,-15dBFS,whisper,medium,0.18538420204191294
34278605,talking,-20dBFS,whisper,medium,0.05373455131649651
34278605,talking,-25dBFS,whisper,medium,0.0693175711982805
34278605,talking,-30dBFS,whisper,medium,0.06501880709296078
34278605,talking,-35dBFS,whisper,medium,0.07791509940891994
34278605,trafficOutside,-15dBFS,whisper,medium,0.10854379365932294
34278605,trafficOutside,-20dBFS,whisper,medium,0.06824288017195057
34278605,trafficOutside,-25dBFS,whisper,medium,0.05857066093498119
34278605,trafficOutside,-30dBFS,whisper,medium,0.04083825900053734
34278605,trafficOutside,-35dBFS,whisper,medium,0.1031703385276733
34392346,insideAmbulance,-15dBFS,whisper,medium,0.22460220318237453
34392346,insideAmbulance,-20dBFS,whisper,medium,0.1098531211750306
34392346,insideAmbulance,-25dBFS,whisper,medium,0.07925336597307221
34392346,insideAmbulance,-30dBFS,whisper,medium,0.12148102815177479
34392346,insideAmbulance,-35dBFS,whisper,medium,0.11658506731946144
34392346,insideCrowded,-15dBFS,whisper,medium,0.5991432068543452
34392346,insideCrowded,-20dBFS,whisper,medium,0.2331701346389229
34392346,insideCrowded,-25dBFS,whisper,medium,0.1646266829865361
34392346,insideCrowded,-30dBFS,whisper,medium,0.09302325581395349
34392346,insideCrowded,-35dBFS,whisper,medium,0.09883720930232558
34392346,talking,-15dBFS,whisper,medium,0.4143206854345165
34392346,talking,-20dBFS,whisper,medium,0.14840881272949816
34392346,talking,-25dBFS,whisper,medium,0.08965728274173806
34392346,talking,-30dBFS,whisper,medium,0.07129742962056304
34392346,talking,-35dBFS,whisper,medium,0.15636474908200734
34392346,trafficOutside,-15dBFS,whisper,medium,0.12821297429620562
34392346,trafficOutside,-20dBFS,whisper,medium,0.09638922888616891
34392346,trafficOutside,-25dBFS,whisper,medium,0.11077111383108935
34392346,trafficOutside,-30dBFS,whisper,medium,0.10281517747858017
34392346,trafficOutside,-35dBFS,whisper,medium,0.07313341493268054
34401029,insideAmbulance,-15dBFS,whisper,medium,0.15615615615615616
34401029,insideAmbulance,-20dBFS,whisper,medium,0.10990990990990991
34401029,insideAmbulance,-25dBFS,whisper,medium,0.1087087087087087
34401029,insideAmbulance,-30dBFS,whisper,medium,0.11471471471471471
34401029,insideAmbulance,-35dBFS,whisper,medium,0.10750750750750751
34401029,insideCrowded,-15dBFS,whisper,medium,0.35435435435435436
