convoID,ambientVariant,processedVolume,technology,model,wer
30946765,trafficOutside,-35dBFS,whisper,large,0.1111111111111111
31020403,insideAmbulance,-15dBFS,whisper,large,0.15521064301552107
31020403,insideAmbulance,-20dBFS,whisper,large,0.11382113821138211
31020403,insideAmbulance,-25dBFS,whisper,large,0.12490761271249076
31020403,insideAmbulance,-30dBFS,whisper,large,0.2269031781226903
31020403,insideAmbulance,-35dBFS,whisper,large,0.11160384331116038
31020403,insideCrowded,-15dBFS,whisper,large,0.3909830007390983
31020403,insideCrowded,-20dBFS,whisper,large,0.2557280118255728
31020403,insideCrowded,-25dBFS,whisper,large,0.18551367331855137
31020403,insideCrowded,-30dBFS,whisper,large,0.057649667405764965
31020403,insideCrowded,-35dBFS,whisper,large,0.1426459719142646
31020403,talking,-15dBFS,whisper,large,0.22320768662232077
31020403,talking,-20dBFS,whisper,large,0.2712490761271249
31020403,talking,-25dBFS,whisper,large,0.15594974131559497
31020403,talking,-30dBFS,whisper,large,0.14412416851441243
31020403,talking,-35dBFS,whisper,large,0.17960088691796008
31020403,trafficOutside,-15dBFS,whisper,large,0.23577235772357724
31020403,trafficOutside,-20dBFS,whisper,large,0.1581670362158167
31020403,trafficOutside,-25dBFS,whisper,large,0.14116777531411678
31020403,trafficOutside,-30dBFS,whisper,large,0.17516629711751663
31020403,trafficOutside,-35dBFS,whisper,large,0.10125646711012565
31151696,insideAmbulance,-15dBFS,whisper,large,0.15082315454062667
31151696,insideAmbulance,-20dBFS,whisper,large,0.12586298459904408
31151696,insideAmbulance,-25dBFS,whisper,large,0.038767923526287836
31151696,insideAmbulance,-30dBFS,whisper,large,0.04567180031864047
31151696,insideAmbulance,-35dBFS,whisper,large,0.22304832713754646
31151696,insideCrowded,-15dBFS,whisper,large,0.4306956983536909
31151696,insideCrowded,-20dBFS,whisper,large,0.18268720127456187
31151696,insideCrowded,-25dBFS,whisper,large,0.05151354221986192
31151696,insideCrowded,-30dBFS,whisper,large,0.0605416887944769
31151696,insideCrowded,-35dBFS,whisper,large,0.05151354221986192
31151696,talking,-15dBFS,whisper,large,0.11736590546999469
31151696,talking,-20dBFS,whisper,large,0.04514073287307488
31151696,talking,-25dBFS,whisper,large,0.05682421667551779
31151696,talking,-30dBFS,whisper,large,0.09293680297397769
31151696,talking,-35dBFS,whisper,large,0.09877854487519915
31151696,trafficOutside,-15dBFS,whisper,large,0.17896972915560277
31151696,trafficOutside,-20dBFS,whisper,large,0.06319702602230483
31151696,trafficOutside,-25dBFS,whisper,large,0.16197557089750397
31151696,trafficOutside,-30dBFS,whisper,large,0.04567180031864047
31151696,trafficOutside,-35dBFS,whisper,large,0.1524163568773234
31198145,insideAmbulance,-15dBFS,whisper,large,0.2392966360856269
31198145,insideAmbulance,-20dBFS,whisper,large,0.13685015290519878
31198145,insideAmbulance,-25dBFS,whisper,large,0.11697247706422019
31198145,insideAmbulance,-30dBFS,whisper,large,0.02981651376146789
31198145,insideAmbulance,-35dBFS,whisper,large,0.06957186544342507
31198145,insideCrowded,-15dBFS,whisper,large,0.29510703363914376
31198145,insideCrowded,-20dBFS,whisper,large,0.15137614678899083
31198145,insideCrowded,-25dBFS,whisper,large,0.1246177370030581
31198145,insideCrowded,-30dBFS,whisper,large,0.04357798165137615
31198145,insideCrowded,-35dBFS,whisper,large,0.12308868501529052
31198145,talking,-15dBFS,whisper,large,0.14220183486238533
31198145,talking,-20dBFS,whisper,large,0.06957186544342507
31198145,talking,-25dBFS,whisper,large,0.13379204892966362
31198145,talking,-30dBFS,whisper,large,0.05963302752293578
31198145,talking,-35dBFS,whisper,large,0.05045871559633028
31198145,trafficOutside,-15dBFS,whisper,large,0.154434250764526
31198145,trafficOutside,-20dBFS,whisper,large,0.07186544342507645
31198145,trafficOutside,-25dBFS,whisper,large,0.21483180428134557
31198145,trafficOutside,-30dBFS,whisper,large,0.09021406727828746
31198145,trafficOutside,-35dBFS,whisper,large,0.10703363914373089
31300500,insideAmbulance,-15dBFS,whisper,large,0.26811594202898553
31300500,insideAmbulance,-20dBFS,whisper,large,0.1606280193236715
31300500,insideAmbulance,-25dBFS,whisper,large,0.051932367149758456
31300500,insideAmbulance,-30dBFS,whisper,large,0.07729468599033816
31300500,insideAmbulance,-35dBFS,whisper,large,0.19746376811594202
31300500,insideCrowded,-15dBFS,whisper,large,0.4758454106280193
31300500,insideCrowded,-20dBFS,whisper,large,0.20531400966183574
31300500,insideCrowded,-25dBFS,whisper,large,0.07004830917874397
31300500,insideCrowded,-30dBFS,whisper,large,0.07669082125603864
31300500,insideCrowded,-35dBFS,whisper,large,0.07367149758454106
31300500,talking,-15dBFS,whisper,large,0.1431159420289855
31300500,talking,-20dBFS,whisper,large,0.1322463768115942
31300500,talking,-25dBFS,whisper,large,0.09057971014492754
31300500,talking,-30dBFS,whisper,large,0.18055555555555555
31300500,talking,-35dBFS,whisper,large,0.1316425120772947
31300500,trafficOutside,-15dBFS,whisper,large,0.12016908212560387
31300500,trafficOutside,-20dBFS,whisper,large,0.14009661835748793
31300500,trafficOutside,-25dBFS,whisper,large,0.1388888888888889
31300500,trafficOutside,-30dBFS,whisper,large,0.1678743961352657
31300500,trafficOutside,-35dBFS,whisper,large,0.09782608695652174
31303597,insideAmbulance,-15dBFS,whisper,large,0.17223502304147464
31303597,insideAmbulance,-20dBFS,whisper,large,0.16129032258064516
31303597,insideAmbulance,-25dBFS,whisper,large,0.09850230414746544
31303597,insideAmbulance,-30dBFS,whisper,large,0.11347926267281105
31303597,insideAmbulance,-35dBFS,whisper,large,0.22235023041474655
31303597,insideCrowded,-15dBFS,whisper,large,0.4470046082949309
31303597,insideCrowded,-20dBFS,whisper,large,0.18202764976958524
31303597,insideCrowded,-25dBFS,whisper,large,0.21370967741935484
31303597,insideCrowded,-30dBFS,whisper,large,0.18317972350230416
31303597,insideCrowded,-35dBFS,whisper,large,0.09850230414746544
31303597,talking,-15dBFS,whisper,large,0.18663594470046083
31303597,talking,-20dBFS,whisper,large,0.12039170506912443
31303597,talking,-25dBFS,whisper,large,0.09216589861751152
31303597,talking,-30dBFS,whisper,large,0.0673963133640553
31303597,talking,-35dBFS,whisper,large,0.09735023041474654
31303597,trafficOutside,-15dBFS,whisper,large,0.24596774193548387
31303597,trafficOutside,-20dBFS,whisper,large,0.19700460829493088
31303597,trafficOutside,-25dBFS,whisper,large,0.14112903225806453
31303597,trafficOutside,-30dBFS,whisper,large,0.05184331797235023
31303597,trafficOutside,-35dBFS,whisper,large,0.16071428571428573
31346589,insideAmbulance,-15dBFS,whisper,large,0.258433734939759
31346589,insideAmbulance,-20dBFS,whisper,large,0.1819277108433735
31346589,insideAmbulance,-25dBFS,whisper,large,0.1608433734939759
31346589,insideAmbulance,-30dBFS,whisper,large,0.18313253012048192
31346589,insideAmbulance,-35dBFS,whisper,large,0.09216867469879518
31346589,insideCrowded,-15dBFS,whisper,large,0.363855421686747
31346589,insideCrowded,-20dBFS,whisper,large,0.21204819277108433
31346589,insideCrowded,-25dBFS,whisper,large,0.19096385542168676
31346589,insideCrowded,-30dBFS,whisper,large,0.0746987951807229
31346589,insideCrowded,-35dBFS,whisper,large,0.09518072289156626
31346589,talking,-15dBFS,whisper,large,0.24518072289156626
31346589,talking,-20dBFS,whisper,large,0.12951807228915663
31346589,talking,-25dBFS,whisper,large,0.10421686746987951
31346589,talking,-30dBFS,whisper,large,0.17590361445783131
31346589,talking,-35dBFS,whisper,large,0.13734939759036144
31346589,trafficOutside,-15dBFS,whisper,large,0.1897590361445783
31346589,trafficOutside,-20dBFS,whisper,large,0.20783132530120482
31346589,trafficOutside,-25dBFS,whisper,large,0.07951807228915662
31346589,trafficOutside,-30dBFS,whisper,large,0.11626506024096385
31346589,trafficOutside,-35dBFS,whisper,large,0.12289156626506025
31572540,insideAmbulance,-15dBFS,whisper,large,0.10356164383561643
31572540,insideAmbulance,-20dBFS,whisper,large,0.05150684931506849
31572540,insideAmbulance,-25dBFS,whisper,large,0.06027397260273973
31572540,insideAmbulance,-30dBFS,whisper,large,0.14575342465753424
31572540,insideAmbulance,-35dBFS,whisper,large,0.03287671232876712
31572540,insideCrowded,-15dBFS,whisper,large,0.4317808219178082
31572540,insideCrowded,-20dBFS,whisper,large,0.07726027397260274
31572540,insideCrowded,-25dBFS,whisper,large,0.15123287671232877
31572540,insideCrowded,-30dBFS,whisper,large,0.16602739726027396
31572540,insideCrowded,-35dBFS,whisper,large,0.07780821917808219
31572540,talking,-15dBFS,whisper,large,0.11123287671232877
31572540,talking,-20dBFS,whisper,large,0.10191780821917808
31572540,talking,-25dBFS,whisper,large,0.18191780821917808
31572540,talking,-30dBFS,whisper,large,0.04219178082191781
31572540,talking,-35dBFS,whisper,large,0.23013698630136986
31572540,trafficOutside,-15dBFS,whisper,large,0.08602739726027397
31572540,trafficOutside,-20dBFS,whisper,large,0.1780821917808219
31572540,trafficOutside,-25dBFS,whisper,large,0.14465753424657535
31572540,trafficOutside,-30dBFS,whisper,large,0.06410958904109589
31572540,trafficOutside,-35dBFS,whisper,large,0.09534246575342466
31682405,insideAmbulance,-15dBFS,whisper,large,0.2592852137351086
31682405,insideAmbulance,-20dBFS,whisper,large,0.16538192011212333
31682405,insideAmbulance,-25dBFS,whisper,large,0.14786264891380518
31682405,insideAmbulance,-30dBFS,whisper,large,0.12263489838822705
31682405,insideAmbulance,-35dBFS,whisper,large,0.09250175192711983
31682405,insideCrowded,-15dBFS,whisper,large,0.49964961457603363
31682405,insideCrowded,-20dBFS,whisper,large,0.22845129642606868
31682405,insideCrowded,-25dBFS,whisper,large,0.1920112123335669
31682405,insideCrowded,-30dBFS,whisper,large,0.18149964961457604
31682405,insideCrowded,-35dBFS,whisper,large,0.15206727400140155
31682405,talking,-15dBFS,whisper,large,0.1702873160476524
31682405,talking,-20dBFS,whisper,large,0.1836019621583742
31682405,talking,-25dBFS,whisper,large,0.1751927119831815
31682405,talking,-30dBFS,whisper,large,0.1829011913104415
31682405,talking,-35dBFS,whisper,large,0.19621583742116327
31682405,trafficOutside,-15dBFS,whisper,large,0.19271198318149965
31682405,trafficOutside,-20dBFS,whisper,large,0.19901892081289418
31682405,trafficOutside,-25dBFS,whisper,large,0.13665031534688157
31682405,trafficOutside,-30dBFS,whisper,large,0.2214435879467414
31682405,trafficOutside,-35dBFS,whisper,large,0.10861948142957253
31943607,insideAmbulance,-15dBFS,whisper,large,0.2644135188866799
31943607,insideAmbulance,-20dBFS,whisper,large,0.14910536779324055
31943607,insideAmbulance,-25dBFS,whisper,large,0.0583167660702452
31943607,insideAmbulance,-30dBFS,whisper,large,0.2345924453280318
31943607,insideAmbulance,-35dBFS,whisper,large,0.18820410868124585
31943607,insideCrowded,-15dBFS,whisper,large,0.32935719019218024
31943607,insideCrowded,-20dBFS,whisper,large,0.20212060967528164
31943607,insideCrowded,-25dBFS,whisper,large,0.15772034459907222
31943607,insideCrowded,-30dBFS,whisper,large,0.10470510271703115
31943607,insideCrowded,-35dBFS,whisper,large,0.11928429423459244
31943607,talking,-15dBFS,whisper,large,0.07952286282306163
31943607,talking,-20dBFS,whisper,large,0.1815772034459907
31943607,talking,-25dBFS,whisper,large,0.14049039098740887
31943607,talking,-30dBFS,whisper,large,0.08482438701126574
31943607,talking,-35dBFS,whisper,large,0.05036447978793903
31943607,trafficOutside,-15dBFS,whisper,large,0.22664015904572565
31943607,trafficOutside,-20dBFS,whisper,large,0.14314115308151093
31943607,trafficOutside,-25dBFS,whisper,large,0.12392312789927104
31943607,trafficOutside,-30dBFS,whisper,large,0.07090788601722996
31943607,trafficOutside,-35dBFS,whisper,large,0.145791915175613
31994167,insideAmbulance,-15dBFS,whisper,large,0.12146892655367232
31994167,insideAmbulance,-20dBFS,whisper,large,0.08121468926553672
31994167,insideAmbulance,-25dBFS,whisper,large,0.11864406779661017
31994167,insideAmbulance,-30dBFS,whisper,large,0.19491525423728814
31994167,insideAmbulance,-35dBFS,whisper,large,0.2690677966101695
31994167,insideCrowded,-15dBFS,whisper,large,0.3481638418079096
31994167,insideCrowded,-20dBFS,whisper,large,0.11016949152542373
31994167,insideCrowded,-25dBFS,whisper,large,0.1843220338983051
31994167,insideCrowded,-30dBFS,whisper,large,0.05861581920903955
31994167,insideCrowded,-35dBFS,whisper,large,0.11087570621468927
